user_id	account	trn_time	trn_amt
381	PS13 WXUE 0O3H NTG4 BF1S Y9JG FV1F M	2/21/2016	$422.05
382	CZ59 2468 5468 6166 2074 9730	1/16/2016	$79.75
383	CH76 6306 3VUI RWMZ DSJ7 W	2/28/2016	$75.77
384	BG39 XYVC 0292 86QX 5OWA Q9	6/10/2016	$444.75
385	RS12 6344 6293 8665 6238 19	3/12/2016	$257.47
386	FR46 8920 6421 51N0 KVBO CJRW T60	11/2/2016	$305.08
387	LU40 977I XJFE COPA VQI7	6/9/2016	$881.46
388	FR39 2713 0113 69QF WB0C LMF8 A59	4/22/2016	$898.23
389	FR10 7645 4749 916F E40L THER Y03	3/1/2016	$274.66
390	DO82 KS6S 2360 5750 6170 0342 6121	11/8/2016	$977.79
391	CY18 8971 5563 G4S2 0FPO WBCB EDOT	8/17/2016	$644.42
392	KZ40 610R UPJS PSLD HNFS	4/17/2016	$472.74
393	FR36 9971 8386 39MH BYHG BVVV P18	1/6/2016	$965.98
394	FR29 8261 6268 53VX JAMS NNDL X03	2/8/2016	$842.92
395	PS86 MVMJ XIII X62W 1XVQ UVUL 6CKW P	4/23/2016	$185.68
396	AT49 8201 7788 5424 2550	11/15/2015	$668.14
397	MC07 1709 9393 79F3 AMTM FGBQ H78	10/27/2016	$694.87
398	FR86 3425 0100 07VE LHZU 37AL D14	11/3/2016	$526.62
399	PL32 2547 5087 4751 4816 3282 1398	9/11/2016	$546.19
400	FR20 8074 7379 9754 VCQA MTR3 193	1/14/2016	$385.46
401	CZ16 0922 1193 8459 2277 7319	3/31/2016	$162.55
402	CZ63 1357 0480 0138 8435 6239	10/25/2016	$286.45
403	FO58 8781 8154 6759 52	8/1/2016	$113.96
404	LT59 4946 1458 2765 3539	9/27/2016	$470.07
405	CH05 6339 34ON JUIS RTEX 4	12/10/2015	$86.48
406	IS50 8136 9173 2638 7057 7087 11	5/30/2016	$336.37
407	FR35 3753 6728 557H JH3Z 6W9T W84	2/8/2016	$913.95
408	CH82 6758 3BJJ 3MMU XGGS C	2/14/2016	$169.81
409	SM90 Y956 9513 280F YYZB NVGI LWS	1/23/2016	$205.20
410	VG69 TKAH 6464 2819 0622 7610	1/31/2016	$447.45
411	FR03 2878 4753 60IF YGKK URBJ 485	4/29/2016	$547.48
412	FR98 8581 5120 79Y8 MC8A C28P 631	1/16/2016	$981.54
413	CR56 0584 5518 7670 9193 4	11/30/2015	$438.21
414	PS80 LYCW ZLYC BLVJ E9WS S2EH UMC6 2	8/23/2016	$202.72
415	HR62 6529 5545 2552 2077 5	1/1/2016	$165.91
416	FR86 3314 8663 799U KU5I GMJA N11	9/19/2016	$216.09
417	GR73 7046 814W AVPL SLP7 GQVY Q67	10/22/2016	$808.90
418	FR22 4622 1198 26RH 9ORO XFLI A18	1/17/2016	$961.18
419	MK19 934O 1FHS ZEIA V98	10/16/2016	$802.76
420	FR77 8975 5466 08BG CILP JPAF F20	2/29/2016	$420.32
421	FR40 4568 8854 66RR W35I 6CNY 986	3/30/2016	$707.65
422	FR55 5323 5832 99UC Q9UR PDU8 B32	3/18/2016	$927.17
423	GT32 G3DD GNSM HL8P H0PF HLM7 XUWM	4/22/2016	$562.86
424	MC49 5550 2136 02GF AHTG ZA1C E61	4/10/2016	$893.97
425	DK80 0209 8957 8274 81	1/14/2016	$123.18
426	BA59 0342 1650 3074 5331	9/4/2016	$476.20
427	SE77 8895 1279 4670 8608 5066	6/14/2016	$943.74
428	SM52 Q753 9618 495X PDYS HDXT FDV	2/23/2016	$438.48
429	KZ90 023O 91WS NTI6 QBDJ	10/30/2016	$570.21
430	FR64 4328 0985 07SQ 2UXK 1FEH Q22	8/21/2016	$729.21
431	DK52 3163 9042 4437 79	2/5/2016	$249.45
432	LT24 0964 5423 1273 5530	6/17/2016	$856.44
433	CY51 0865 7882 JDUA NAAG IHNW ZSDX	4/2/2016	$877.45
434	EE16 2221 8588 0232 5650	6/1/2016	$827.95
435	FR30 5416 0963 67QM UOQQ WB7H R40	9/4/2016	$740.82
436	SK92 3749 2355 6837 8908 5070	11/1/2016	$402.67
437	LV64 YCCC NT9I YFBF ZO9G O	7/1/2016	$629.02
438	PK82 QXSK MF5K AM8D YBZ6 DV6A	8/1/2016	$253.57
439	AD21 4425 5524 YY9I ITDY K8MY	4/6/2016	$971.66
440	BG81 TBRB 3177 86X7 LHLN 8V	1/2/2016	$669.40
441	FR43 8370 9639 86JF L4NM LKV8 V73	11/9/2016	$79.36
442	AL53 9396 9546 TCXB 6GHR KFM4 LG0Q	1/15/2016	$723.93
443	SK92 0996 8754 2266 9021 1358	8/2/2016	$491.62
444	FR24 7677 1236 08UW RGZ1 MARK L30	2/6/2016	$833.27
445	RO14 JPRE LXPS UWAO ZLIT RDYO	4/9/2016	$748.51
446	GB75 DVHF 3722 5071 7519 86	5/24/2016	$101.42
447	IE25 QJQM 3009 1005 6446 91	1/2/2016	$723.31
448	FR36 9445 6834 91CN DYKY 5Z1O 631	3/4/2016	$470.72
449	GE87 KX56 8194 2951 9823 03	3/18/2016	$433.21
450	FR30 3019 1344 21ZK XKWH UWAB I62	7/14/2016	$932.10
451	EE35 7798 5830 9544 0490	8/14/2016	$175.17
452	BA10 2731 7617 0185 3192	5/10/2016	$322.29
453	MD15 PR1V I44L ICKB XBCC HMT9	6/30/2016	$678.04
454	BR28 5026 5399 1975 9178 4756 656W M	6/19/2016	$112.34
455	AL28 1118 0959 GI6W E0UZ MKCW PU6O	2/25/2016	$685.42
456	FR66 4672 8082 12YN FNJG VELB Z18	8/15/2016	$883.37
457	PS52 CTCT JKTX NZ7D XAI0 WVI8 E58U 4	2/18/2016	$157.81
458	TR70 4222 2765 Y0DX HJ1X GFH7 Q1	1/17/2016	$191.42
459	IT74 U946 3139 216E CM2I QSC3 5MM	4/8/2016	$471.18
460	CR59 0652 7598 7419 2032 3	2/15/2016	$82.41
461	FR61 0589 8680 86TH BTOM Z8IT M44	1/2/2016	$749.20
462	SI94 1280 9658 8928 936	5/2/2016	$263.27
463	GB77 EFUD 5478 2787 2496 27	5/8/2016	$441.54
464	HU17 8854 3440 8759 2947 1551 5442	6/6/2016	$165.40
465	AL76 0087 1612 LSJM WCWE JMQU LOP1	9/17/2016	$276.10
466	PK39 KQNZ QNUK CBOK LL8U SE8Z	2/22/2016	$709.39
467	FR89 6773 9575 849E ZDGC CUUX F37	1/28/2016	$83.05
468	MT90 SMJN 5665 5NSJ RIHK TNVO U5CD 8DP	9/19/2016	$759.46
469	FR66 1163 0842 10E3 SFGQ YXRQ U71	7/2/2016	$139.41
470	BR23 3518 8519 8503 0289 4887 767K C	7/8/2016	$440.57
471	KW94 GJZB WKZJ IEZK CSWY RI9B VCEX UB	4/30/2016	$323.34
472	FI78 1037 9324 0065 43	7/17/2016	$530.10
473	ME77 3610 9282 2608 3093 43	4/20/2016	$650.89
474	RO87 KJJD GRTX SLSJ SJHB L1K8	12/11/2015	$876.08
475	SM37 O301 1210 921G NZHN K4PA 5GU	2/2/2016	$917.67
476	AZ44 XRLS BIVJ SAOC P8Y3 FRLS LN2X	4/14/2016	$264.39
477	FR86 3155 7540 84TA T0SK SXTB O20	3/2/2016	$743.30
478	MD41 N4OR RQCG JBSN H1PP GMHM	10/9/2016	$422.08
479	IE24 UWXK 0056 7939 2883 62	5/2/2016	$339.01
480	DK03 6552 5812 9373 34	1/2/2016	$148.86
481	BG11 DTHY 1258 15VA DOOO 0P	2/4/2016	$998.78
482	FR38 2196 6329 29BG 6YTU V9AV D02	4/12/2016	$200.01
483	EE92 6143 2609 1185 5999	11/19/2015	$782.11
484	SI21 5922 1859 9842 174	11/5/2016	$674.95
485	BA88 5586 4944 7069 8357	5/26/2016	$408.25
486	MU46 EHLI 4835 0468 7586 1700 625S UW	5/17/2016	$79.63
487	TN51 6244 2529 1303 0721 2512	7/17/2016	$807.61
488	KW41 XGAX BSXB CNIT LQAF XV0V EXKW TV	8/28/2016	$138.05
489	LT72 6437 6915 6994 4390	9/2/2016	$945.51
490	ME62 2327 2687 4536 5679 10	5/10/2016	$90.33
491	AZ08 NDFD PXUY HDXJ ONGI N6SO NV81	11/10/2016	$998.85
492	IE50 RSTV 0331 1260 8309 64	8/3/2016	$848.56
493	BH22 IXJW N1R1 HKTD 6UNY TX	12/24/2015	$663.18
494	IL14 0858 2834 2101 1062 399	2/23/2016	$933.83
495	BH66 AWJO 3UXM KGXP 8EGE 1G	10/11/2016	$550.62
496	AZ75 DBVE XM00 COWS H8XQ W8WX XYRJ	5/18/2016	$340.33
497	SM46 P217 0501 303A B84K 8NOJ LEP	11/28/2015	$640.84
498	SK42 2126 0631 8684 0191 3108	7/25/2016	$498.99
499	FR63 7343 4416 17CF P2PE LQSV X40	2/18/2016	$89.43
500	FR40 8491 3907 28JB JBQ3 T5KG W24	12/18/2015	$678.44
501	GB17 VNEV 1052 7350 5493 66	7/23/2016	$532.71
502	BA37 7673 2675 9080 6498	3/17/2016	$435.99
503	AZ83 PCNR STZI JAV1 ZLEO CMQJ OOEU	9/6/2016	$182.38
504	SK39 3079 4286 0189 3226 8789	4/15/2016	$737.23
505	SA13 87O0 8SSL XNAF CB94 WAT5	2/14/2016	$608.06
506	MD29 GWGW TNUV 22WQ APII ECL2	11/20/2015	$982.29
507	GE42 WF32 7691 9534 9990 52	4/22/2016	$530.87
508	BR56 0406 8184 0156 9051 5031 156Q 2	4/23/2016	$638.18
509	LT86 0029 0475 2523 3620	12/29/2015	$679.51
510	AT96 3585 8892 6997 6994	8/29/2016	$910.54
511	FR70 6445 7343 851S GD7L L3XT N34	3/31/2016	$378.68
512	HU42 7551 8488 2775 3605 5211 2619	10/21/2016	$498.71
513	CR81 9717 3738 8929 0558 6	1/4/2016	$753.04
514	BE94 9569 1301 1965	10/20/2016	$851.88
515	MR05 7823 1024 4878 1950 8808 484	7/7/2016	$107.56
516	IL59 9423 4596 6166 1860 653	3/25/2016	$677.04
517	ME50 3850 7368 1781 5349 59	10/24/2016	$437.74
518	FR88 6421 9754 45TX V0SA QNEV 944	11/2/2016	$358.60
519	FI89 9385 1902 7079 35	6/5/2016	$671.84
520	FR87 9241 7337 977M V2RT PVTI X15	8/29/2016	$856.55
521	MC16 3323 1626 02J0 KDDP KOEV G71	10/24/2016	$149.46
522	NL21 AEKE 6764 8754 25	2/25/2016	$961.50
523	CH45 2606 0RRB 9BJD 4TFO 7	7/28/2016	$100.93
524	FR73 7800 1701 75VX ZV4K S6PE Z91	2/29/2016	$694.97
525	LU95 733V HNNX TENC XMKC	12/14/2015	$537.37
526	FR39 6237 5554 04ZI 9SED CRRH 856	6/1/2016	$673.71
527	SK58 0953 9280 8631 2196 7159	8/4/2016	$704.01
528	TN71 3163 5883 0105 1887 8519	3/20/2016	$459.76
529	VG32 XSIS 8818 1415 4405 6102	2/25/2016	$734.09
530	FR37 0592 3673 75J9 V4K5 JFBJ A16	7/26/2016	$768.87
531	MC18 9747 3666 06VY MOKZ SSBH A43	1/8/2016	$358.22
532	IT35 X547 9940 943G UWDA HWYA YIE	1/15/2016	$859.39
533	TN45 4329 3924 2930 9101 5607	5/27/2016	$609.27
534	BG11 VXFZ 1177 32UR OCJ2 NQ	10/31/2016	$308.20
535	GE51 DP25 7746 2333 1240 94	8/11/2016	$545.65
536	GB35 OEKM 4694 7737 1379 67	10/28/2016	$668.31
537	PS89 ZYSS JT8M BXVZ XVN5 OMU7 QSF1 J	5/23/2016	$700.50
538	ES44 4471 9255 3572 7003 9711	8/25/2016	$641.05
539	AE33 5056 7920 2755 4764 853	12/23/2015	$109.14
540	FR72 2696 1041 71OJ 22GM HICP K18	4/17/2016	$902.30
541	CR75 6376 0832 8389 9806 5	1/9/2016	$771.44
542	FR23 2015 7662 36IV 9AXB YW5X G64	10/11/2016	$732.98
543	LT83 3334 9499 0796 1261	12/2/2015	$318.94
544	AT85 9806 9183 2361 2870	10/11/2016	$896.81
545	ES74 3941 2468 5505 5589 3085	8/20/2016	$729.80
546	LT16 0047 1691 9918 8776	9/17/2016	$435.20
547	KZ95 949K DPTJ QSD9 FK9R	7/27/2016	$552.21
548	SE10 3664 6596 4372 7599 8141	11/1/2016	$751.75
549	MT62 EKFD 8146 3IK2 QZFQ RQCB UFQX L1U	5/12/2016	$418.92
550	DK26 9359 4054 3584 48	4/27/2016	$609.89
551	CY12 5655 2545 WLPX VIAX OUCO E1NV	4/27/2016	$706.38
552	GE54 YH02 5957 3022 2219 47	11/6/2016	$474.40
553	CZ38 0286 5369 7858 4410 6137	10/9/2016	$202.23
554	KW70 FOFE TLRS GUJA RAEQ IM3Z 8ZZP H3	1/20/2016	$376.12
555	FR59 3813 7755 71OI K3SQ EKCI 898	5/16/2016	$291.11
556	NO09 4867 0820 952	11/11/2016	$507.99
557	FR46 5811 7565 29MX 9O1W HYZF E40	4/11/2016	$954.54
558	NL06 XEGY 5893 1148 95	3/1/2016	$932.42
559	TN82 3334 3115 6446 1729 6682	5/9/2016	$476.24
560	BE31 0694 7979 4406	6/2/2016	$900.12
561	NO53 7665 7193 036	5/4/2016	$744.37
562	ME56 3491 4707 0160 6451 96	9/15/2016	$640.31
563	PT30 1901 3078 4518 6208 9150 9	12/27/2015	$331.68
564	SK67 9886 0679 4616 9723 4679	1/22/2016	$405.12
565	AL08 7671 8835 3E02 JSSL KO3R DHZX	11/12/2015	$804.33
566	BG28 JOOP 1902 15L7 ZFA6 SQ	9/20/2016	$671.45
567	BE23 9103 8857 9845	7/23/2016	$531.84
568	MK78 354K B6CZ NGH4 E41	11/18/2015	$344.09
569	FR58 1951 1344 25QP 4M3S 6CG9 R79	4/5/2016	$311.32
570	CH36 7695 4JGU OQ51 Q7JN 4	7/1/2016	$754.21
571	PT98 4162 0228 2364 2368 2285 7	3/23/2016	$482.41
572	BR04 6262 8721 8336 8801 3697 650G E	4/27/2016	$643.32
573	MK27 024L APRA 0IIJ 317	4/8/2016	$627.93
574	FR91 8044 7015 210H WLX7 A8SX B36	1/29/2016	$561.26
575	BG03 RXOL 1702 09ZX 73IM DT	5/6/2016	$853.69
576	AD96 8848 0794 GQBW LXLX SDF9	12/3/2015	$909.19
577	SE85 4905 9454 7144 2246 4220	6/25/2016	$276.66
578	MD36 B0RF CWG5 41SU 6N4I 5CFD	4/12/2016	$176.86
579	FR39 1701 0995 04IR IFNW VRVP P16	5/15/2016	$917.32
580	MR11 2900 3893 5660 2099 0169 533	2/18/2016	$887.42
581	LT85 0417 2181 6647 1675	9/4/2016	$900.06
582	TN10 3356 5179 7428 1790 1900	9/17/2016	$718.78
583	NL93 LQTH 1272 5694 48	1/24/2016	$554.60
584	GT56 FOUK RENA IRYX TVVF KFIL KNL6	1/21/2016	$103.12
585	FR49 8922 3718 95WG XCG2 HMAO 392	4/16/2016	$245.33
586	BR08 9085 8842 2593 5308 1437 945E G	12/21/2015	$113.01
587	MK92 645I JGJ0 EF85 J52	2/8/2016	$347.57
588	FO17 5117 6816 3308 19	12/21/2015	$617.56
589	PK83 AYEE VD5K NULC HQBV UEJB	8/26/2016	$423.37
590	AZ47 UGHG 2ART RRLP AR3D QFOO NYMK	6/20/2016	$545.83
591	BH85 GEQE 2TSM VUS4 NBU6 DK	4/19/2016	$707.02
592	IL14 8372 9318 8174 9543 659	12/4/2015	$263.83
593	LB54 5322 9KWT XPVT HZBK ZSLE HMX9	2/19/2016	$505.59
594	FR13 6042 8281 29LK TR3S 4UPK L63	2/2/2016	$789.55
595	RS02 0456 4137 9639 7845 49	12/9/2015	$562.95
596	PL71 9504 0207 1080 0189 7663 4000	7/18/2016	$199.66
597	LU43 109F CTE6 DTAL SJ8Y	5/11/2016	$530.83
598	SA07 88O8 YV4V F8AQ IYZO APAU	1/13/2016	$952.72
599	IL45 3423 6128 8331 0150 819	7/20/2016	$708.55
600	ES55 3641 7956 5114 6812 5844	9/17/2016	$172.23
601	FR67 3782 1850 90IF VCUJ JXRM P01	4/25/2016	$507.07
602	MR69 0862 2520 4590 5783 4829 131	12/16/2015	$420.38
603	SA52 74IF 4N2L ZBOE 2CV5 XCUV	8/20/2016	$750.19
604	DE75 1490 9464 9656 0769 31	3/19/2016	$674.81
605	VG80 CRZA 7914 9744 2325 2124	8/22/2016	$790.35
606	GR72 5872 495P VQFE OP16 UG69 AVG	12/11/2015	$623.96
607	IT71 S592 9129 948M HNG4 MUTE Z8S	7/2/2016	$580.75
608	TN34 9800 3536 4069 2185 7613	5/9/2016	$614.15
609	BG97 LBZK 0198 30XA 1RHZ 6V	8/12/2016	$656.39
610	IL73 6094 9119 5394 6733 012	11/22/2015	$89.68
611	BE39 2619 0299 9801	12/12/2015	$267.90
612	NL64 MSZY 7844 5752 34	1/16/2016	$723.50
613	LT89 1322 6087 8524 3508	9/23/2016	$203.58
614	AT06 9652 9450 8113 6400	8/13/2016	$235.20
615	LT75 2603 6421 3260 5137	1/26/2016	$340.42
616	GI34 AYFO G1FI UNS8 T3IB KRX	1/2/2016	$170.19
617	DE25 6346 8305 6233 2745 46	5/25/2016	$210.59
618	SI85 9328 9835 3893 098	9/28/2016	$199.35
619	PS03 TFJD MZBR WTPP MKXX GSRC UIXW C	5/9/2016	$680.10
620	SI51 8792 3439 5570 639	3/9/2016	$560.03
621	AL92 2751 6557 3ESE 9PRC TZLB JMVN	8/8/2016	$727.65
622	DE15 3355 5238 2989 9185 67	4/9/2016	$944.26
623	BH67 XCQD QOWM YNBF BSAT 6F	7/9/2016	$757.67
624	VG95 CTUV 8400 4611 4275 5495	1/20/2016	$819.13
625	GT98 RXSB UBAY NB5O YA6F K0DL CC0J	5/3/2016	$773.38
626	LU09 2642 AYJ6 MTP3 RHPD	12/20/2015	$358.92
627	TR62 1982 2OFF N1VQ EJ5T GJL5 BF	1/14/2016	$245.96
628	NO42 2015 0229 488	2/10/2016	$135.80
629	FR25 6515 5260 66OG IRNN TS5Z Z28	7/23/2016	$399.65
630	FR57 2873 3405 42CV U5CO XJ9A V52	3/14/2016	$345.92
631	IS72 7992 0891 6680 4003 7668 63	12/17/2015	$626.03
632	PL98 1617 3599 5487 7606 1419 7744	3/15/2016	$404.68
633	GL94 9542 6953 9816 18	8/28/2016	$368.61
634	AL39 8441 1488 PFM1 PYVM HYWG OB2J	4/14/2016	$831.58
635	HR22 4049 1086 2295 6620 3	12/17/2015	$347.35
636	RO31 MPAC CKOE USKM XVDY NLJL	12/13/2015	$540.13
637	BR63 8474 0165 5001 3310 6160 480Y V	10/8/2016	$261.78
638	TN23 5028 6317 9535 0983 3521	11/28/2015	$415.19
639	FR45 0896 0562 55S4 IOTK AFPO J03	10/27/2016	$253.73
640	CR28 1647 6529 2741 8541 0	2/3/2016	$958.08
641	AT28 1776 8813 5474 7806	7/20/2016	$999.58
642	RS79 9715 4800 7174 5691 98	12/29/2015	$233.09
643	IE22 IJXL 5998 9673 0525 06	9/21/2016	$981.20
644	GR42 0346 0346 LVKY DMLE MSCQ CL6	12/27/2015	$258.11
645	DK38 8598 2173 6696 99	2/6/2016	$918.12
646	DK68 7916 6077 2896 79	3/13/2016	$218.96
647	IL47 2464 9159 6963 5258 269	12/7/2015	$444.78
648	FR89 0894 9307 65EK E28R R0LG J29	12/29/2015	$494.12
649	FR04 6417 0523 55SZ ZCLV GDDU D01	2/24/2016	$385.28
650	FR82 6062 9906 82TB 7G2T CKPZ K72	3/12/2016	$561.99
651	MC49 9185 7422 52TL QGYP TDMH I18	9/23/2016	$302.22
652	GT22 XBWB N9QA PHB3 5WS0 PBVN GIKD	1/13/2016	$415.06
653	BR74 4316 4166 2721 8183 7735 926I K	10/7/2016	$351.08
654	GE52 ZB91 0769 4295 0902 27	11/16/2015	$346.43
655	ES17 3643 8507 2400 6251 2753	1/11/2016	$457.65
656	BE36 4783 8635 3987	10/16/2016	$521.10
657	FR05 5225 5525 75WI TGWP PXFR O24	10/14/2016	$271.70
658	AD50 6935 6042 GGCP 36ZC E3NA	3/6/2016	$886.84
659	FR38 7848 4487 16YK BYZY DRMX Y91	4/11/2016	$206.26
660	MC95 9506 5389 66SX CDID TTMR Q62	12/24/2015	$358.86
661	FR46 2640 2606 78EN FJSV RCN0 C12	11/11/2016	$428.04
662	FR23 2063 0116 03IS 8DUF 8XU5 D44	12/30/2015	$158.02
663	SK29 4402 2155 0715 7205 2606	3/11/2016	$384.67
664	AZ17 OUPN DYFN CKVN TLQY JSXH HBUF	10/19/2016	$525.12
665	MK77 135D 08QC KCJH 933	9/15/2016	$958.80
666	FR83 5566 5552 48G9 S74S 2S8R O38	5/17/2016	$471.22
667	BG36 CMJV 3078 8826 TUYG AW	4/22/2016	$916.81
668	FR20 4015 2936 61A2 XIJT MHHY G24	10/25/2016	$922.89
669	DK18 0795 4986 0879 35	10/15/2016	$827.35
670	GB72 BTKT 9661 7514 4505 30	5/22/2016	$537.59
671	BR77 6441 6517 3897 8987 5329 978F I	10/10/2016	$169.33
672	FR18 4876 4769 34HO 4UPA GAEZ B41	10/14/2016	$628.80
673	SE61 0710 0471 1008 6183 0999	9/7/2016	$265.39
674	CR48 4177 0158 6744 5621 9	6/21/2016	$431.45
675	FR55 4937 9481 96EQ RIOH BDHI 178	6/26/2016	$451.89
676	FR52 2859 7174 15ME BVZN ACCH 687	10/31/2016	$602.57
677	FR82 7951 1954 81TG HKOY LZJK Y82	3/5/2016	$75.27
678	IS51 9246 0208 6239 5781 0952 71	8/23/2016	$910.95
679	RS12 4047 8944 4050 6858 49	10/15/2016	$830.17
680	LU11 884D YLU9 5X3I DIC8	9/26/2016	$404.54
681	LV93 NVBQ RQBV 4WOE B6TN 4	2/25/2016	$758.65
682	KZ53 628P E8UK TOKO KHU4	5/19/2016	$642.55
683	FI32 2586 3499 8555 30	5/21/2016	$774.81
684	GR63 3409 6224 M4L9 KJCQ VGGI POX	10/14/2016	$689.95
685	LT29 1086 4221 8859 2820	4/28/2016	$843.18
686	PT29 0978 3093 2779 1829 4194 1	3/6/2016	$751.00
687	NL44 UDAS 6375 9744 48	11/30/2015	$543.24
688	FR89 2464 9310 08U8 B0BE 3ERI A14	4/24/2016	$136.86
689	FI11 6397 8113 7859 27	10/13/2016	$331.24
690	EE94 6257 3268 9810 8939	6/30/2016	$436.49
691	ME23 9377 2702 8841 8446 80	3/9/2016	$349.93
692	FR48 5833 6794 05WF DD3K UUQ3 L51	1/24/2016	$673.38
693	MK28 036B JT3O HIT8 B18	11/7/2016	$954.55
694	LU32 745J LMOX EPRD UMSV	9/20/2016	$161.23
695	LV86 MRAM XIE3 CNMS XBJ7 M	8/7/2016	$681.37
696	BG71 FGKO 3046 29MY PUI3 L7	12/23/2015	$679.53
697	MU54 EJJG 8858 7473 6506 5076 500Z JQ	12/1/2015	$871.64
698	SI56 7588 6778 9070 303	9/1/2016	$555.27
699	AD11 6459 6380 2UV6 QDDZ FEYE	5/23/2016	$484.28
700	IE13 KFIV 4555 4396 5102 25	10/16/2016	$952.96
701	HU48 7653 5312 5013 2494 5570 8630	6/13/2016	$96.07
702	RS11 1890 7085 4639 3994 94	12/27/2015	$814.15
703	ES78 7444 2261 7905 1421 8471	6/10/2016	$927.41
704	HU16 9138 3048 8530 3921 7190 0932	5/3/2016	$320.82
705	LI50 4190 3IDB USZ1 RDGS Q	9/6/2016	$445.31
706	FR14 7332 3394 75VA G7XA IU7F M84	2/4/2016	$315.63
707	SM75 L803 1512 398Z G5KO FCJX Q4Q	8/17/2016	$861.22
708	IT75 A578 2265 900D 30DM AF8N ZVP	2/16/2016	$290.71
709	GT57 CWVG METG VXWU MLCA S9FJ DQSM	2/22/2016	$994.74
710	NO81 1229 5033 277	4/24/2016	$889.79
711	AT08 2256 8814 3903 9379	5/21/2016	$947.97
712	FR95 1405 5046 52EV SRXU CXD0 G79	9/30/2016	$762.81
713	FR90 7661 9026 78ZQ W3Q5 STOS W08	12/4/2015	$577.93
714	IE95 QBVQ 4195 3672 8675 48	9/12/2016	$450.04
715	GR76 0013 078Z L4R2 5HLS ZH3H SRF	9/12/2016	$845.58
716	BG66 LYBK 5069 32ER 2B6E XE	7/14/2016	$101.89
717	FO85 5096 1833 3022 05	4/22/2016	$476.76
718	GL45 4403 2106 4885 91	10/18/2016	$524.65
719	BH31 ZNRG DIEM 4RHE F4FA NG	4/1/2016	$222.69
720	LT50 6893 3609 8257 3859	8/25/2016	$724.66
721	AT50 4780 5930 5780 0194	6/12/2016	$995.57
722	KW71 ZSOT ECGN IZBA 8MWQ PAUK 7CLV GR	10/11/2016	$564.00
723	FR57 5831 0663 39YT IA7W SOSS 887	10/6/2016	$807.78
724	FR62 0436 5782 58T9 Z0QX Y4WJ A94	10/27/2016	$656.74
725	BG25 NFZX 5771 32L6 BST5 MV	5/21/2016	$382.24
726	AE49 7148 4805 7777 3423 956	1/27/2016	$80.18
727	IL45 9289 0579 3345 8276 727	2/1/2016	$518.18
728	EE94 6567 5548 3947 4504	3/15/2016	$163.99
729	MU53 ADHB 5579 9018 3745 2126 582J TG	5/4/2016	$715.95
730	DE28 2351 2271 6984 3813 76	5/18/2016	$163.12
731	PK57 OTRW HJIB 3AAR RHMC KCIJ	12/13/2015	$93.75
732	SE78 0635 9517 1733 0414 2527	7/14/2016	$90.39
733	MK02 1186 PWWJ LWL7 644	7/20/2016	$394.48
734	VG85 AQCH 5306 5594 9984 0585	5/13/2016	$263.92
735	EE03 2660 8775 2504 3532	7/21/2016	$703.27
736	GT56 GCHH 9CC1 ZOZY UV7Q PGHB 2MKC	7/25/2016	$543.22
737	PK49 WLBE DMQK QGEN YHT9 ACQZ	6/17/2016	$323.69
738	GE59 EJ24 4243 0946 7363 20	6/6/2016	$173.11
739	FR59 7064 9163 062D OWMO LHU3 E65	8/14/2016	$154.18
740	FR84 0644 7737 04S9 GYUN NNUO M36	5/25/2016	$552.00
741	TN54 9317 1969 2031 2104 7525	5/24/2016	$739.29
742	BE70 6765 3749 0685	9/20/2016	$681.41
743	GI19 TNXC 0VEN OF6A 5PE4 BGY	7/20/2016	$661.48
744	MK82 371V NHPX VOTD G03	12/5/2015	$93.76
745	FR88 4785 0927 674P VOGK B5MO O66	4/15/2016	$749.37
746	FR23 0447 3387 96P3 773P FVJO J84	5/5/2016	$87.11
747	AZ59 VBTE ADI2 LTNR TYJD UXSY FBMC	8/16/2016	$658.01
748	EE38 1095 7880 3671 1233	11/17/2015	$684.26
749	SE71 5914 4547 3185 4955 6613	7/2/2016	$158.64
750	KW63 JIYY NZOO 7BGU 5MA0 OYUS VOTE LE	5/1/2016	$224.79
751	HR52 6694 5808 5693 2977 9	6/21/2016	$651.40
752	CH17 4386 2FSQ XM2I SW1H P	5/12/2016	$178.21
753	FR69 6546 1770 91KK CVLL GRX3 C11	2/15/2016	$898.16
754	FR43 8521 6897 54LG 8UI0 ESUV 184	2/14/2016	$866.81
755	AT23 5847 8655 5817 2140	2/7/2016	$507.47
756	DE40 8601 6967 4969 9236 54	8/10/2016	$397.29
757	FR82 0360 0034 48TA DW2X PC36 Q45	7/16/2016	$756.34
758	LB65 5999 FWC6 NFRO JQLL S785 46EV	8/20/2016	$601.98
759	CY63 2566 8225 YI1K 7GOH KDT8 7QLK	8/14/2016	$656.33
760	GR24 7980 0046 L5X4 2HE2 IDWO RGG	11/14/2015	$328.76
761	FR18 2521 0346 51KZ Q9SK 9PX0 L63	4/6/2016	$943.37
762	FR03 2140 2482 66B9 N4OB W3SG C36	8/11/2016	$489.62
763	MK04 797D N6P1 YD5T M04	4/24/2016	$985.61
764	FR21 1318 7945 63PN 2U92 ARFN Q89	7/26/2016	$200.87
765	GI70 GLCE CXXI MC9W RS3X TXD	4/16/2016	$483.20
766	BG10 CNRZ 0614 52EI CUNT FA	12/5/2015	$466.89
767	CR56 8109 4933 3093 9572 6	6/17/2016	$240.05
